"Country_iso","Country","Industry_specific","Year","GVA_total_lcu","Currency_iso","Country_short","Industry_simple","GDP_annual_lcu","Exch_rate","GVA_annual_usd","GDP_annual_usd","GVA_perc_GDP_usd","GVA_perc_GDP_lcu","GVA_change_relative","GVA_change_rel_mean","GVA_mean_usd","GVA_mean_lcu","GVA_perc_GDP_usd_mean","GVA_perc_GDP_lcu_mean","national_industry_gva_usd","GDP_mean_usd","GDP_mean_lcu","industry_total_gva_usd","industry_annual_gva_sum_usd","industry_annual_gva_mean_usd","n_country"
"FRA","France","Mining and quarrying",2020,1.7e+09,"EUR","France","Mining",2180680215000,0.875506,1941734265.67037,2490765585844.07,0.0779573267233958,0.0779573267233958,-13.2747691049519,-2.94662225768713,2167881232.13416,1.875e+09,0.0816675381347401,0.0816675381347401,8671524928.53662,2666099148792.9,2309265698666.67,2583524074697.47,522585757885.558,27504513572.9241,19
"FRA","France","Mining and quarrying",2021,1.8e+09,"EUR","France","Mining",2321011558000,0.845494,2128932907.86215,2745154380752.55,0.0775523927830436,0.0775523927830436,9.64079614298582,-2.94662225768713,2167881232.13416,1.875e+09,0.0816675381347401,0.0816675381347401,8671524928.53662,2666099148792.9,2309265698666.67,2583524074697.47,641603379258.885,33768598908.3624,19
"DEU","Germany","Fishing and aquaculture",2018,1.91e+08,"EUR","DEU","Fishing",3207750800000,0.846773,225562222.697228,3788206284328.86,0.00595432787359916,0.00595432787359916,NA,-25.5624890811086,196732563.423186,1.69e+08,0.00533431129039,0.00533431129039,393465126.846372,3637115401900.01,3148034180000,243569231130.509,40805956725.5762,1457355597.34201,28
"DEU","Germany","Fishing and aquaculture",2020,1.47e+08,"EUR","DEU","Fishing",3118175870000,0.875506,167902904.149143,3561569960685.59,0.00471429470718084,0.00471429470718084,-25.5624890811086,-25.5624890811086,196732563.423186,1.69e+08,0.00533431129039,0.00533431129039,393465126.846372,3637115401900.01,3148034180000,243569231130.509,61177587088.7189,1747931059.67768,35
"DEU","Germany","Mining and quarrying",2020,4.371e+09,"EUR","DEU","Mining",3118175870000,0.875506,4992541456.02657,3561569960685.59,0.140178109966581,0.140178109966581,NA,NA,4992541456.02657,4.371e+09,0.140178109966581,0.140178109966581,4992541456.02657,3637115401900.01,3148034180000,2583524074697.47,522585757885.558,27504513572.9241,19
"GRC","Greece","Fishing and aquaculture",2019,586226000,"EUR","Greece","Fishing",183777052000,0.893276,656265252.844586,205733784407.059,0.318987595905064,0.318987595905064,NA,20.1989660441361,722544650.635356,626586000,0.344119386667258,0.344119386667258,1445089301.27071,203238421876.505,177017952666.667,243569231130.509,52005149321.203,2000198050.8155,26
"GRC","Greece","Fishing and aquaculture",2021,666946000,"EUR","Greece","Fishing",180621225000,0.845494,788824048.426127,213628038756.041,0.369251177429452,0.369251177429452,20.1989660441361,20.1989660441361,722544650.635356,626586000,0.344119386667258,0.344119386667258,1445089301.27071,203238421876.505,177017952666.667,243569231130.509,61816734035.4948,2377566693.67288,26
"GRC","Greece","Mining and quarrying",2020,535681000,"EUR","Greece","Mining",166655581000,0.875506,611853031.275628,190353442466.414,0.321429979593663,0.321429979593663,NA,NA,611853031.275628,535681000,0.321429979593663,0.321429979593663,611853031.275628,203238421876.505,177017952666.667,2583524074697.47,522585757885.558,27504513572.9241,19
"HUN","Hungary","Fishing and aquaculture",2018,5.401e+09,"HUF","HUN","Fishing",3.9259465e+13,270.211667,19988034.0473974,145291524366.341,0.0137571920554699,0.0137571920554699,NA,0.768541801235895,19871520.0985776,6.305e+09,0.0153631540340107,0.0153631540340107,59614560.2957328,130332148506.448,40854974666666.7,243569231130.509,40805956725.5762,1457355597.34201,28
"HUN","Hungary","Fishing and aquaculture",2020,5.963e+09,"HUF","HUN","Fishing",3.9301887e+13,307.996667,19360599.1197301,127604910088.199,0.0151722994878083,0.0151722994878083,-3.13905272614334,0.768541801235895,19871520.0985776,6.305e+09,0.0153631540340107,0.0153631540340107,59614560.2957328,130332148506.448,40854974666666.7,243569231130.509,61177587088.7189,1747931059.67768,35
"HUN","Hungary","Fishing and aquaculture",2022,7.551e+09,"HUF","HUN","Fishing",4.4003572e+13,372.595833,20265927.1286053,118100011064.804,0.0171599705587537,0.0171599705587537,4.67613632861513,0.768541801235895,19871520.0985776,6.305e+09,0.0153631540340107,0.0153631540340107,59614560.2957328,130332148506.448,40854974666666.7,243569231130.509,27763803959.5156,2135677227.65505,13
"ISL","Iceland","Fishing and aquaculture",2018,86396659000,"ISK","ISL","Fishing",2684707617000,108.300176,797751787.587123,24789503730.8157,3.21810309818926,3.21810309818926,NA,8.55679978174875,848635534.930485,107667327666.667,4.0017386995825,4.0017386995825,2545906604.79146,21391825661.7998,2727344835750,243569231130.509,40805956725.5762,1457355597.34201,28
"ISL","Iceland","Fishing and aquaculture",2020,109926073000,"ISK","ISL","Fishing",2537349678000,135.421712,811731526.477822,18736653380.9586,4.33231863755753,4.33231863755753,1.75239204828139,8.55679978174875,848635534.930485,107667327666.667,4.0017386995825,4.0017386995825,2545906604.79146,21391825661.7998,2727344835750,243569231130.509,61177587088.7189,1747931059.67768,35
"ISL","Iceland","Fishing and aquaculture",2022,126679251000,"ISK","ISL","Fishing",2843661024000,135.279902,936423290.726512,21020572767.7124,4.4547943630007,4.4547943630007,15.3612075152161,8.55679978174875,848635534.930485,107667327666.667,4.0017386995825,4.0017386995825,2545906604.79146,21391825661.7998,2727344835750,243569231130.509,27763803959.5156,2135677227.65505,13
"ISL","Iceland","Mining and quarrying",2022,3977593000,"ISK","ISL","Mining",2843661024000,135.279902,29402689.8393229,21020572767.7124,0.139875778668055,0.139875778668055,NA,NA,29402689.8393229,3977593000,0.139875778668055,0.139875778668055,29402689.8393229,21391825661.7998,2727344835750,2583524074697.47,470868157708.832,29429259856.802,16
"IND","India","Fishing and aquaculture",2018,1.1473e+12,"INR","India","Fishing",139929139360000,68.389467,16775975165.8834,2046062727174.05,0.819914997867818,0.819914997867818,NA,3.60633008404618,17652854019.5678,1267017500000,0.886988474656242,0.886988474656242,70611416078.2711,1994103479358.49,142851283030000,243569231130.509,40805956725.5762,1457355597.34201,28
"IND","India","Fishing and aquaculture",2019,1.24468e+12,"INR","India","Fishing",145346407750000,70.420341,17675006714.3242,2063983299228.84,0.856354153685645,0.856354153685646,5.35904196060781,3.60633008404618,17652854019.5678,1267017500000,0.886988474656242,0.886988474656242,70611416078.2711,1994103479358.49,142851283030000,243569231130.509,52005149321.203,2000198050.8155,26
"IND","India","Fishing and aquaculture",2020,1.29893e+12,"INR","India","Fishing",136871181360000,74.099567,17529522136.074,1847125251892.5,0.949016430700295,0.949016430700295,-0.823109040927715,3.60633008404618,17652854019.5678,1267017500000,0.886988474656242,0.886988474656242,70611416078.2711,1994103479358.49,142851283030000,243569231130.509,61177587088.7189,1747931059.67768,35
"IND","India","Fishing and aquaculture",2021,1.37716e+12,"INR","India","Fishing",149258403650000,73.918013,18630912061.9895,2019242639138.58,0.92266831637121,0.92266831637121,6.28305733245844,3.60633008404618,17652854019.5678,1267017500000,0.886988474656242,0.886988474656242,70611416078.2711,1994103479358.49,142851283030000,243569231130.509,61816734035.4948,2377566693.67288,26
"IND","India","Mining and quarrying",2018,3.29612e+12,"INR","India","Mining",139929139360000,68.389467,48196310697.9617,2046062727174.05,2.3555636910765,2.3555636910765,NA,-6.17961169722287,44451498893.4857,3180542500000,2.23121375513801,2.23121375513801,177805995573.943,1994103479358.49,142851283030000,2583524074697.47,217463225233.476,19769384112.1342,11
"IND","India","Mining and quarrying",2019,3.26815e+12,"INR","India","Mining",145346407750000,70.420341,46409176007.8242,2063983299228.84,2.24852478337223,2.24852478337223,-3.70803213826299,-6.17961169722287,44451498893.4857,3180542500000,2.23121375513801,2.23121375513801,177805995573.943,1994103479358.49,142851283030000,2583524074697.47,731003554610.723,34809693076.7011,21
"IND","India","Mining and quarrying",2020,3.21766e+12,"INR","India","Mining",136871181360000,74.099567,43423465618.9017,1847125251892.5,2.3508674127221,2.3508674127221,-6.43344839481569,-6.17961169722287,44451498893.4857,3180542500000,2.23121375513801,2.23121375513801,177805995573.943,1994103479358.49,142851283030000,2583524074697.47,522585757885.558,27504513572.9241,19
"IND","India","Mining and quarrying",2021,2.94024e+12,"INR","India","Mining",149258403650000,73.918013,39777043249.2551,2019242639138.58,1.96989913338122,1.96989913338122,-8.39735455858994,-6.17961169722287,44451498893.4857,3180542500000,2.23121375513801,2.23121375513801,177805995573.943,1994103479358.49,142851283030000,2583524074697.47,641603379258.885,33768598908.3624,19
"IDN","Indonesia","Fishery",2019,2.52279e+14,"IDR","IDN","Fishing",1.09491554e+16,14147.671361,17831839146.0125,773919263503.876,2.30409552868343,2.30409552868343,NA,1.41355130125705,18133859005.7388,2.624525e+14,2.35895968827686,2.35895968827686,72535436022.9552,768759891159.583,1.11256576e+16,243569231130.509,52005149321.203,2000198050.8155,26
"IDN","Indonesia","Fishery",2020,2.54112e+14,"IDR","IDN","Fishing",1.07229993e+16,14582.203468,17426172975.6849,735348352773.375,2.36978472991227,2.36978472991227,-2.27495418170787,1.41355130125705,18133859005.7388,2.624525e+14,2.35895968827686,2.35895968827686,72535436022.9552,768759891159.583,1.11256576e+16,243569231130.509,61177587088.7189,1747931059.67768,35
"IDN","Indonesia","Fishery",2021,2.67967e+14,"IDR","IDN","Fishing",1.11200779e+16,14308.143901,18728285223.723,777185215422.862,2.40975829854573,2.40975829854573,7.47216413985409,1.41355130125705,18133859005.7388,2.624525e+14,2.35895968827686,2.35895968827686,72535436022.9552,768759891159.583,1.11256576e+16,243569231130.509,61816734035.4948,2377566693.67288,26
"IDN","Indonesia","Fishery",2022,2.75452e+14,"IDR","IDN","Fishing",1.17103978e+16,14849.853936,18549138677.5348,788586732938.22,2.35220019596602,2.35220019596602,-0.956556054375063,1.41355130125705,18133859005.7388,2.624525e+14,2.35895968827686,2.35895968827686,72535436022.9552,768759891159.583,1.11256576e+16,243569231130.509,27763803959.5156,2135677227.65505,13
"IDN","Indonesia","Mining and quarrying",2019,8.06206e+14,"IDR","IDN","Mining",1.09491554e+16,14147.671361,56985066971.6868,773919263503.876,7.36317981202459,7.36317981202459,NA,0.565568645082822,56609575161.5457,8.19232e+14,7.36399058725283,7.36399058725283,226438300646.183,768759891159.583,1.11256576e+16,2583524074697.47,731003554610.723,34809693076.7011,21
"IDN","Indonesia","Mining and quarrying",2020,7.90475e+14,"IDR","IDN","Mining",1.07229993e+16,14582.203468,54208199860.5123,735348352773.375,7.37177144085051,7.37177144085051,-4.87297332221114,0.565568645082822,56609575161.5457,8.19232e+14,7.36399058725283,7.36399058725283,226438300646.183,768759891159.583,1.11256576e+16,2583524074697.47,522585757885.558,27504513572.9241,19
"IDN","Indonesia","Mining and quarrying",2021,8.221e+14,"IDR","IDN","Mining",1.11200779e+16,14308.143901,57456788643.4622,777185215422.862,7.39293382108411,7.39293382108411,5.9927995973102,0.565568645082822,56609575161.5457,8.19232e+14,7.36399058725283,7.36399058725283,226438300646.183,768759891159.583,1.11256576e+16,2583524074697.47,641603379258.885,33768598908.3624,19
"IDN","Indonesia","Mining and quarrying",2022,8.58147e+14,"IDR","IDN","Mining",1.17103978e+16,14849.853936,57788245170.5214,788586732938.22,7.32807727505209,7.32807727505209,0.576879660149404,0.565568645082822,56609575161.5457,8.19232e+14,7.36399058725283,7.36399058725283,226438300646.183,768759891159.583,1.11256576e+16,2583524074697.47,470868157708.832,29429259856.802,16
"IRL","Ireland","Fishing and aquaculture",2018,170957000,"EUR","IRL","Fishing",317957017000,0.846773,201892360.762566,375492625532.463,0.0537673304439134,0.0537673304439134,NA,-21.4145775243633,180275162.706932,154931500,0.0463406860614141,0.0463406860614141,360550325.413864,391603272627.157,337456500000,243569231130.509,40805956725.5762,1457355597.34201,28
"IRL","Ireland","Fishing and aquaculture",2020,138906000,"EUR","IRL","Fishing",356955983000,0.875506,158657964.651299,407713919721.852,0.0389140416789148,0.0389140416789148,-21.4145775243633,-21.4145775243633,180275162.706932,154931500,0.0463406860614141,0.0463406860614141,360550325.413864,391603272627.157,337456500000,243569231130.509,61177587088.7189,1747931059.67768,35
"ITA","Italy","Fishing and aquaculture",2018,936300000,"EUR","Italy","Fishing",1720515100000,0.846773,1105727272.83463,2031849267749.44,0.0544197490623593,0.0544197490623593,NA,-31.3066815365809,932644014.849903,800650000,0.0483386909196682,0.0483386909196682,1865288029.69981,1921560530146,1674341300000,243569231130.509,40805956725.5762,1457355597.34201,28
"ITA","Italy","Fishing and aquaculture",2020,6.65e+08,"EUR","Italy","Fishing",1573680200000,0.875506,759560756.865173,1797452216204.11,0.0422576327769772,0.0422576327769772,-31.3066815365809,-31.3066815365809,932644014.849903,800650000,0.0483386909196682,0.0483386909196682,1865288029.69981,1921560530146,1674341300000,243569231130.509,61177587088.7189,1747931059.67768,35
"ITA","Italy","Mining and quarrying",2019,3878500000,"EUR","Italy","Mining",1728828600000,0.893276,4341883135.78334,1935380106484.45,0.22434265606203,0.22434265606203,NA,NA,4341883135.78334,3878500000,0.22434265606203,0.22434265606203,4341883135.78334,1921560530146,1674341300000,2583524074697.47,731003554610.723,34809693076.7011,21
"JAM","Jamaica","Mining and quarrying",2018,2.1116e+10,"JMD","JAM","Mining",8.92085e+11,62.28071494,339045562.022574,14323615277.3682,2.36703901534047,2.36703901534047,NA,-11.3515817389657,319802044.96991,19917500000,2.22341195749219,2.22341195749219,639604089.939819,14387519489.191,8.96065e+11,2583524074697.47,217463225233.476,19769384112.1342,11
"JAM","Jamaica","Mining and quarrying",2019,1.8719e+10,"JMD","JAM","Mining",9.00045e+11,62.28071494,300558527.917246,14451423701.0138,2.07978489964391,2.07978489964391,-11.3515817389657,-11.3515817389657,319802044.96991,19917500000,2.22341195749219,2.22341195749219,639604089.939819,14387519489.191,8.96065e+11,2583524074697.47,731003554610.723,34809693076.7011,21
"JPN","Japan","Fishing",2018,6.105e+11,"JPY","Japan","Fishing",554716083665000,110.423179,5528730521.33375,5023547489653.42,0.110056300507178,0.110056300507178,NA,-5.23338011694306,4850663495.82691,5.292e+11,0.0969630306510265,0.0969630306510265,19402653983.3076,4833958903091.17,545642508333000,243569231130.509,40805956725.5762,1457355597.34201,28
"JPN","Japan","Fishing",2019,5.421e+11,"JPY","Japan","Fishing",552485186424000,109.009666,4972953499.37133,5068221990736.12,0.0981202778501232,0.0981202778501232,-10.0525250745689,-5.23338011694306,4850663495.82691,5.292e+11,0.0969630306510265,0.0969630306510265,19402653983.3076,4833958903091.17,545642508333000,243569231130.509,52005149321.203,2000198050.8155,26
"JPN","Japan","Fishing",2020,4.558e+11,"JPY","Japan","Fishing",529572968841000,106.774582,4268806222.0651,4959728794264.91,0.0860693477232314,0.0860693477232314,-14.1595387408157,-5.23338011694306,4850663495.82691,5.292e+11,0.0969630306510265,0.0969630306510265,19402653983.3076,4833958903091.17,545642508333000,243569231130.509,61177587088.7189,1747931059.67768,35
"JPN","Japan","Fishing",2021,5.084e+11,"JPY","Japan","Fishing",543126437011000,109.754324,4632163740.53746,4948565279405.3,0.0936061965235736,0.0936061965235736,8.51192346455539,-5.23338011694306,4850663495.82691,5.292e+11,0.0969630306510265,0.0969630306510265,19402653983.3076,4833958903091.17,545642508333000,243569231130.509,61816734035.4948,2377566693.67288,26
"JPN","Japan","Mining and quarrying",2022,4.465e+11,"JPY","Japan","Mining",548311865724000,131.49814,3395485289.75391,4169730961396.11,0.081431759535321,0.081431759535321,NA,NA,3395485289.75391,4.465e+11,0.081431759535321,0.081431759535321,3395485289.75391,4833958903091.17,545642508333000,2583524074697.47,470868157708.832,29429259856.802,16
"KIR","Kiribati","Fishing",2018,19286000,"AUD","KIR","Fishing",1.85e+08,1.327973441,14522880.808126,139310015.011061,10.4248648648649,10.4248648648649,NA,0.100902729029567,14066169.8670222,18679500,10.1512841663916,10.1512841663916,56264679.4680889,138556987.902893,1.84e+08,243569231130.509,40805956725.5762,1457355597.34201,28
"KIR","Kiribati","Fishing",2019,19259000,"AUD","KIR","Fishing",1.81e+08,1.327973441,14502549.0762055,136297906.578389,10.6403314917127,10.6403314917127,-0.13999792595665,0.100902729029567,14066169.8670222,18679500,10.1512841663916,10.1512841663916,56264679.4680889,138556987.902893,1.84e+08,243569231130.509,52005149321.203,2000198050.8155,26
"KIR","Kiribati","Fishing",2020,17084000,"AUD","KIR","Fishing",1.78e+08,1.327973441,12864715.1159403,134038825.253885,9.59775280898876,9.59775280898876,-11.2934212575938,0.100902729029567,14066169.8670222,18679500,10.1512841663916,10.1512841663916,56264679.4680889,138556987.902893,1.84e+08,243569231130.509,61177587088.7189,1747931059.67768,35
"KIR","Kiribati","Fishing",2021,19089000,"AUD","KIR","Fishing",1.92e+08,1.327973441,14374534.467817,144581204.768236,9.9421875,9.9421875,11.7361273706392,0.100902729029567,14066169.8670222,18679500,10.1512841663916,10.1512841663916,56264679.4680889,138556987.902893,1.84e+08,243569231130.509,61816734035.4948,2377566693.67288,26
"KIR","Kiribati","Mining and quarrying",2018,857000,"AUD","KIR","Mining",1.85e+08,1.327973441,645344.231699887,139310015.011061,0.463243243243243,0.463243243243243,NA,-0.85063805560083,504151.648918406,669500,0.363705758575518,0.363705758575518,2016606.59567363,138556987.902893,1.84e+08,2583524074697.47,217463225233.476,19769384112.1342,11
"KIR","Kiribati","Mining and quarrying",2019,470000,"AUD","KIR","Mining",1.81e+08,1.327973441,353922.740838911,136297906.578389,0.259668508287293,0.259668508287293,-45.1575262543757,-0.85063805560083,504151.648918406,669500,0.363705758575518,0.363705758575518,2016606.59567363,138556987.902893,1.84e+08,2583524074697.47,731003554610.723,34809693076.7011,21
"KIR","Kiribati","Mining and quarrying",2020,690000,"AUD","KIR","Mining",1.78e+08,1.327973441,519588.704635848,134038825.253885,0.387640449438202,0.387640449438202,46.8085106382979,-0.85063805560083,504151.648918406,669500,0.363705758575518,0.363705758575518,2016606.59567363,138556987.902893,1.84e+08,2583524074697.47,522585757885.558,27504513572.9241,19
"KIR","Kiribati","Mining and quarrying",2021,661000,"AUD","KIR","Mining",1.92e+08,1.327973441,497750.918498979,144581204.768236,0.344270833333333,0.344270833333333,-4.20289855072464,-0.85063805560083,504151.648918406,669500,0.363705758575518,0.363705758575518,2016606.59567363,138556987.902893,1.84e+08,2583524074697.47,641603379258.885,33768598908.3624,19
"KOR","Korea","Mining and quarrying",2018,2.1282e+12,"KRW","Korea","Mining",NA,1100.163333,1934440038.27748,NA,NA,NA,NA,NA,1934440038.27748,2.1282e+12,NA,NA,1934440038.27748,NA,NA,2583524074697.47,217463225233.476,19769384112.1342,11
"LVA","Latvia","Fishing and aquaculture",2018,32924000,"EUR","Latvia","Fishing",27024401000,0.846773,38881730.9952018,31914575689.1162,0.121830637430225,0.121830637430225,NA,73.7630268673596,53221901.8354444,46037500,0.173678366246707,0.173678366246707,106443803.670889,30936058406.9529,26626204000,243569231130.509,40805956725.5762,1457355597.34201,28
"LVA","Latvia","Fishing and aquaculture",2020,59151000,"EUR","Latvia","Fishing",26228007000,0.875506,67562072.675687,29957541124.7896,0.22552609506319,0.22552609506319,73.7630268673596,73.7630268673596,53221901.8354444,46037500,0.173678366246707,0.173678366246707,106443803.670889,30936058406.9529,26626204000,243569231130.509,61177587088.7189,1747931059.67768,35
"LTU","Lithuania","Fishing and aquaculture",2018,29759000,"EUR","LTU","Fishing",41520393000,0.846773,35144011.4410828,49033676085.5625,0.0716732136904388,0.0716732136904388,NA,58.3617537056704,45399342.1408515,39242500,0.0919119475397982,0.0919119475397982,90798684.281703,49490741098.6964,44090508333.3333,243569231130.509,40805956725.5762,1457355597.34201,28
"LTU","Lithuania","Fishing and aquaculture",2020,48726000,"EUR","LTU","Fishing",43446905000,0.875506,55654672.8406202,49624908338.7207,0.112150681389158,0.112150681389158,58.3617537056704,58.3617537056704,45399342.1408515,39242500,0.0919119475397982,0.0919119475397982,90798684.281703,49490741098.6964,44090508333.3333,243569231130.509,61177587088.7189,1747931059.67768,35
"LTU","Lithuania","Mining and quarrying",2022,153231000,"EUR","LTU","Mining",47304227000,0.949624,161359653.926186,49813638871.8061,0.323926654588394,0.323926654588394,NA,NA,161359653.926186,153231000,0.323926654588394,0.323926654588394,161359653.926186,49490741098.6964,44090508333.3333,2583524074697.47,470868157708.832,29429259856.802,16
"LUX","Luxembourg","Fishing and aquaculture",2018,0,"EUR","LUX","Fishing",58288431000,0.846773,0,68835958397.3509,0,0,NA,NA,0,0,0,0,0,68186934460.1131,61723932250,243569231130.509,40805956725.5762,1457355597.34201,28
"LUX","Luxembourg","Fishing and aquaculture",2020,0,"EUR","LUX","Fishing",59442244000,0.875506,0,67894730590.0816,0,0,NA,NA,0,0,0,0,0,68186934460.1131,61723932250,243569231130.509,61177587088.7189,1747931059.67768,35
"LUX","Luxembourg","Fishing and aquaculture",2022,0,"EUR","LUX","Fishing",64582527000,0.949624,0,68008524426.5099,0,0,NA,NA,0,0,0,0,0,68186934460.1131,61723932250,243569231130.509,27763803959.5156,2135677227.65505,13
"LUX","Luxembourg","Mining and quarrying",2022,35027000,"EUR","LUX","Mining",64582527000,0.949624,36885125.0600238,68008524426.5099,0.0542360319843167,0.0542360319843167,NA,NA,36885125.0600238,35027000,0.0542360319843167,0.0542360319843167,36885125.0600238,68186934460.1131,61723932250,2583524074697.47,470868157708.832,29429259856.802,16
"MLT","Malta","Fishing and aquaculture",2018,31627000,"EUR","Malta","Fishing",12307815018.7903,0.846773,37350033.5981426,14534963938.1396,0.256966812969769,0.256966812969769,NA,-90.6942404043171,20412868.9668463,17335000,0.141045132796312,0.141045132796312,40825737.9336926,14184732531.1762,12210001880.0226,243569231130.509,40805956725.5762,1457355597.34201,28
"MLT","Malta","Fishing and aquaculture",2020,3043000,"EUR","Malta","Fishing",12112188741.255,0.875506,3475704.33554996,13834501124.2127,0.0251234526228552,0.0251234526228552,-90.6942404043171,-90.6942404043171,20412868.9668463,17335000,0.141045132796312,0.141045132796312,40825737.9336926,14184732531.1762,12210001880.0226,243569231130.509,61177587088.7189,1747931059.67768,35
"MEX","Mexico","Fishing and aquaculture",2019,13981240000,"MXN","Mexico","Fishing",24109423261000,19.263633,725784175.809412,1251551213678.13,0.057990769205236,0.057990769205236,NA,12.2140085319493,770107846.387862,15245864000,0.0644115192617147,0.0644115192617147,1540215692.77572,1201529584013.29,23878873824666.7,243569231130.509,52005149321.203,2000198050.8155,26
"MEX","Mexico","Fishing and aquaculture",2021,16510488000,"MXN","Mexico","Fishing",23309274373000,20.272408,814431516.966312,1149802942649.93,0.0708322693181934,0.0708322693181934,12.2140085319493,12.2140085319493,770107846.387862,15245864000,0.0644115192617147,0.0644115192617147,1540215692.77572,1201529584013.29,23878873824666.7,243569231130.509,61816734035.4948,2377566693.67288,26
"MEX","Mexico","Mining and quarrying",2022,1064020729000,"MXN","Mexico","Mining",24217923840000,20.12735,52864422241.378,1203234595711.81,4.39352578705607,4.39352578705607,NA,NA,52864422241.378,1064020729000,4.39352578705607,4.39352578705607,52864422241.378,1201529584013.29,23878873824666.7,2583524074697.47,470868157708.832,29429259856.802,16
"NLD","Netherlands","Fishing and aquaculture",2019,3.06e+08,"EUR","NLD","Fishing",757314706000,0.893276,342559298.581849,847794753245.358,0.0404059233995649,0.0404059233995649,NA,3.5797751744809,348690724.946104,3.03e+08,0.0396090221677033,0.0396090221677033,697381449.892208,880999620399.69,765134557500,243569231130.509,52005149321.203,2000198050.8155,26
"NLD","Netherlands","Fishing and aquaculture",2021,3e+08,"EUR","NLD","Fishing",772954409000,0.845494,354822151.310358,914204487554.022,0.0388121209358416,0.0388121209358416,3.5797751744809,3.5797751744809,348690724.946104,3.03e+08,0.0396090221677033,0.0396090221677033,697381449.892208,880999620399.69,765134557500,243569231130.509,61816734035.4948,2377566693.67288,26
"NZL","New Zealand","Fishing and aquaculture",2019,2.862e+09,"NZD","NZL","Fishing",291009578000,1.517875,1885530758.46167,191721701721.156,0.983472784528075,0.983472784528075,NA,116.148215913835,2980535926.69158,4.312e+09,1.43928666597286,1.43928666597286,5961071853.38315,199500041445.452,295355449333.333,243569231130.509,52005149321.203,2000198050.8155,26
"NZL","New Zealand","Fishing and aquaculture",2021,5.762e+09,"NZD","NZL","Fishing",304047192000,1.4138,4075541094.92149,215056720894.044,1.89510054741765,1.89510054741765,116.148215913835,116.148215913835,2980535926.69158,4.312e+09,1.43928666597286,1.43928666597286,5961071853.38315,199500041445.452,295355449333.333,243569231130.509,61816734035.4948,2377566693.67288,26
"NZL","New Zealand","Mining and quarrying",2019,2.854e+09,"NZD","NZL","Mining",291009578000,1.517875,1880260232.23256,191721701721.156,0.980723734117095,0.980723734117095,NA,NA,1880260232.23256,2.854e+09,0.980723734117095,0.980723734117095,1880260232.23256,199500041445.452,295355449333.333,2583524074697.47,731003554610.723,34809693076.7011,21
"NOR","Norway","Fishing and aquaculture",2019,4.2394e+10,"NOK","Norway","Fishing",3.308319e+12,8.8,4817500000,375945340909.091,1.28143628229321,1.28143628229321,NA,9.87299529448865,5055315774.156,4.3931e+10,1.31060804276408,1.31060804276408,10110631548.312,388698272348.044,3365234333333.33,243569231130.509,52005149321.203,2000198050.8155,26
